

EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate
1059,RM296,42,36-45,No,Travel_Frequently,555,Sales,26,3,Marketing,1,404,3,Female,77
1060,RM349,42,36-45,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,468,1,Female,44
1061,RM351,42,36-45,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470,3,Male,52
1062,RM357,42,36-45,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,477,1,Male,98
1063,RM389,42,36-45,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,95
1064,RM410,42,36-45,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92
1065,RM414,42,36-45,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88
1066,RM442,42,36-45,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97
1067,RM452,42,36-45,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56
1068,RM489,42,36-45,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,Female,81
1069,RM548,42,36-45,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,3,Male,57
1070,RM585,42,36-45,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,809,2,Male,66
1071,RM598,42,36-45,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,4,Female,43
1072,RM605,42,36-45,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836,2,Male,98
1073,RM633,42,36-45,No,Travel_Frequently,1271,Research & Development,2,1,Medical,1,875,2,Male,35
1074,RM644,42,36-45,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,894,3,Female,95
1075,RM673,42,36-45,No,Travel_Rarely,462,Sales,14,2,Medical,1,936,3,Female,68
1076,RM742,42,36-45,No,Travel_Rarely,265,Sales,5,2,Marketing,1,1029,4,Male,90
1077,RM800,42,36-45,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35
1078,RM825,42,36-45,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56
1079,RM839,42,36-45,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44
1080,RM840,42,36-45,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45
1081,RM879,42,36-45,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,79
1082,RM888,42,36-45,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1,Female,60
1083,RM926,42,36-45,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,2,Female,78
1084,RM955,42,36-45,No,Non-Travel,495,Research & Development,2,1,Life Sciences,1,1334,3,Male,37
1085,RM1000,42,36-45,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,1408,3,Female,31
1086,RM1051,42,36-45,No,Travel_Frequently,748,Research & Development,9,2,Medical,1,1480,1,Female,74
1087,RM1089,42,36-45,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1,1542,3,Male,68
1088,RM1094,42,36-45,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,1547,4,Male,40
1089,RM1130,42,36-45,No,Travel_Rarely,1059,Research & Development,9,2,Other,1,1595,4,Male,93
1090,RM1264,42,36-45,No,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,57
1091,RM1288,42,36-45,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,2,Male,95
1092,RM1321,42,36-45,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,1854,3,Male,38
1093,RM1326,42,36-45,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,1860,4,Male,81
1094,RM1358,42,36-45,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1,1911,3,Male,83
1095,RM1379,42,36-45,No,Travel_Rarely,419,Sales,12,4,Marketing,1,1943,2,Male,77
1096,RM1405,42,36-45,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1,1976,4,Male,37
1097,RM1420,42,36-45,No,Travel_Rarely,557,Research & Development,18,4,Life Sciences,1,1998,4,Male,35
1098,RM1444,42,36-45,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,2031,1,Male,56
1099,RM036,43,36-45,No,Travel_Rarely,1273,Research & Development,2,2,Medical,1,46,4,Female,72
1100,RM120,43,36-45,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92
1101,RM131,43,36-45,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,Female,72
1102,RM194,43,36-45,No,Non-Travel,1344,Research & Development,7,3,Medical,1,262,4,Male,37
1103,RM236,43,36-45,No,Travel_Rarely,1034,Sales,16,3,Marketing,1,327,4,Female,80
1104,RM316,43,36-45,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,430,3,Female,33
1105,RM331,43,36-45,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,448,3,Female,82
1106,RM334,43,36-45,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,451,3,Female,43
1107,RM391,43,36-45,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59
1108,RM396,43,36-45,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61
1109,RM397,43,36-45,No,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3,Female,74
1110,RM490,43,36-45,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50
1111,RM492,43,36-45,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,Male,72
1112,RM549,43,36-45,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,Male,47
1113,RM610,43,36-45,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,843,2,Male,94
1114,RM651,43,36-45,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,902,4,Female,33
1115,RM662,43,36-45,No,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,920,1,Female,55
1116,RM776,43,36-45,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79
1117,RM813,43,36-45,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83
1118,RM850,43,36-45,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85
1119,RM899,43,36-45,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,96
1120,RM927,43,36-45,No,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4,Female,56
1121,RM996,43,36-45,No,Travel_Rarely,930,Research & Development,6,3,Medical,1,1402,1,Female,73
1122,RM1134,43,36-45,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,4,Male,87
1123,RM1186,43,36-45,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65
1124,RM1217,43,36-45,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73
1125,RM1263,43,36-45,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38
1126,RM1270,43,36-45,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,97
1127,RM1294,43,36-45,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,Male,52
1128,RM1317,43,36-45,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92
1129,RM1331,43,36-45,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,1866,1,Female,81
1130,RM1400,43,36-45,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1971,1,Male,30
1131,RM029,44,36-45,No,Travel_Rarely,477,Research & Development,7,4,Medical,1,36,1,Female,42
1132,RM032,44,36-45,No,Travel_Rarely,1459,Research & Development,10,4,Other,1,40,4,Male,41
1133,RM053,44,36-45,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,68,2,Female,75
1134,RM100,44,36-45,No,Non-Travel,489,Research & Development,23,3,Medical,1,132,2,Male,67
1135,RM287,44,36-45,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,392,4,Male,43
1136,RM494,44,36-45,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50
1137,RM498,44,36-45,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,35
1138,RM544,44,36-45,No,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,49
1139,RM618,44,36-45,No,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,50
1140,RM632,44,36-45,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,874,1,Male,62
1141,RM659,44,36-45,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,913,2,Male,61
1142,RM751,44,36-45,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,4,Female,53
1143,RM790,44,36-45,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91
1144,RM858,44,36-45,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96
1145,RM863,44,36-45,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,74
1146,RM876,44,36-45,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32
1147,RM892,44,36-45,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72
1148,RM908,44,36-45,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88
1149,RM923,44,36-45,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,3,Male,92
1150,RM929,44,36-45,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,Female,73
1151,RM954,44,36-45,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,89
1152,RM1043,44,36-45,No,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471,3,Male,90
1153,RM1047,44,36-45,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,1475,4,Male,49
1154,RM1052,44,36-45,No,Travel_Frequently,383,Sales,1,5,Marketing,1,1481,1,Female,79
1155,RM1063,44,36-45,No,Travel_Frequently,1193,Research & Development,2,1,Medical,1,1496,2,Male,86
1156,RM1079,44,36-45,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,1523,4,Male,32
1157,RM1141,44,36-45,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,Female,31
1158,RM1166,44,36-45,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37
1159,RM1201,44,36-45,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44
1160,RM1215,44,36-45,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96
1161,RM1280,44,36-45,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,99
1162,RM1353,44,36-45,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,2,Male,78
1163,RM1436,44,36-45,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,42
1164,RM068,45,36-45,No,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,86,2,Male,59
1165,RM078,45,36-45,No,Travel_Rarely,193,Research & Development,6,4,Other,1,101,4,Male,52
1166,RM142,45,36-45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83
1167,RM154,45,36-45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60
1168,RM175,45,36-45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,30
1169,RM195,45,36-45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,65
1170,RM219,45,36-45,No,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,57
1171,RM245,45,36-45,No,Travel_Rarely,252,Research & Development,1,3,Other,1,336,3,Male,70
1172,RM250,45,36-45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341,1,Male,77
1173,RM269,45,36-45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,1,372,3,Male,79
1174,RM312,45,36-45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,425,1,Male,97
1175,RM335,45,36-45,No,Travel_Rarely,549,Research & Development,8,4,Other,1,452,4,Male,75
1176,RM408,45,36-45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69
1177,RM453,45,36-45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61
1178,RM505,45,36-45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,100
1179,RM565,45,36-45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,Male,46
1180,RM604,45,36-45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834,2,Female,95
1181,RM626,45,36-45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,74
1182,RM697,45,36-45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972,3,Male,57
1183,RM714,45,36-45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,Female,91
1184,RM719,45,36-45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1,1002,4,Male,42
1185,RM756,45,36-45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90
1186,RM760,45,36-45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,36
1187,RM806,45,36-45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65
1188,RM855,45,36-45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83
1189,RM914,45,36-45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94
1190,RM937,45,36-45,No,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,2,Female,83
1191,RM1035,45,36-45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,1,1460,2,Male,95
1192,RM1038,45,36-45,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,1465,2,Male,55
1193,RM1093,45,36-45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546,4,Male,97
1194,RM1100,45,36-45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,1,Male,66
1195,RM1143,45,36-45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,Female,50
1196,RM1144,45,36-45,No,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,Male,52
1197,RM1161,45,36-45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59
1198,RM1222,45,36-45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74
1199,RM1226,45,36-45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48
1200,RM1244,45,36-45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56
1201,RM1315,45,36-45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,67
1202,RM1347,45,36-45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,2,Female,93
1203,RM1363,45,36-45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1,1922,2,Male,44
1204,RM1455,45,36-45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,2046,4,Female,50
1205,RM030,46,46-55,No,Travel_Rarely,705,Sales,2,4,Marketing,1,38,2,Female,83
1206,RM049,46,46-55,No,Travel_Frequently,1211,Sales,5,4,Marketing,1,62,1,Male,98
1207,RM080,46,46-55,No,Travel_Rarely,945,Human Resources,5,2,Medical,1,103,2,Male,80
1208,RM090,46,46-55,Yes,Travel_Rarely,669,Sales,9,2,Medical,1,118,3,Male,64
1209,RM094,46,46-55,No,Travel_Frequently,638,Research & Development,1,3,Medical,1,124,3,Male,40
1210,RM179,46,46-55,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92
1211,RM210,46,46-55,No,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,97
1212,RM264,46,46-55,No,Travel_Rarely,488,Sales,2,3,Technical Degree,1,363,3,Female,75
1213,RM366,46,46-55,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30
1214,RM413,46,46-55,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87
1215,RM430,46,46-55,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51
1216,RM434,46,46-55,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94
1217,RM466,46,46-55,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86
1218,RM724,46,46-55,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,4,Male,75
1219,RM771,46,46-55,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,40
1220,RM779,46,46-55,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74
1221,RM811,46,46-55,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52
1222,RM862,46,46-55,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69
1223,RM870,46,46-55,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,52
1224,RM878,46,46-55,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60
1225,RM917,46,46-55,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33
1226,RM944,46,46-55,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,44
1227,RM1032,46,46-55,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,52
1228,RM1081,46,46-55,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527,3,Female,51
1229,RM1136,46,46-55,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4,Male,56
1230,RM1232,46,46-55,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34
1231,RM1236,46,46-55,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74
1232,RM1278,46,46-55,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,46
1233,RM1286,46,46-55,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98
1234,RM1299,46,46-55,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66
1235,RM1323,46,46-55,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,4,Male,82
1236,RM1328,46,46-55,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1863,1,Female,45
1237,RM1334,46,46-55,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,1869,3,Female,64
1238,RM272,47,46-55,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,1,Male,88
1239,RM330,47,46-55,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42
1240,RM348,47,46-55,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99
1241,RM429,47,46-55,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65
1242,RM533,47,46-55,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,42
1243,RM545,47,46-55,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49
1244,RM567,47,46-55,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,77
1245,RM593,47,46-55,No,Travel_Rarely,202,Research & Development,2,2,Other,1,820,3,Female,33
1246,RM652,47,46-55,No,Travel_Rarely,249,Sales,2,2,Marketing,1,903,3,Female,35
1247,RM666,47,46-55,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925,4,Female,65
1248,RM708,47,46-55,No,Travel_Frequently,1379,Research & Development,16,4,Medical,1,987,3,Male,64
1249,RM720,47,46-55,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,1003,4,Female,83
1250,RM1021,47,46-55,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1438,1,Male,74
1251,RM1025,47,46-55,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,1443,1,Female,82
1252,RM1068,47,46-55,No,Travel_Rarely,571,Sales,14,3,Medical,1,1503,3,Female,78
1253,RM1155,47,46-55,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,Female,98
1254,RM1195,47,46-55,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47
1255,RM1224,47,46-55,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82
1256,RM1235,47,46-55,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87
1257,RM1304,47,46-55,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,1827,3,Female,92
1258,RM1322,47,46-55,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,Female,64
1259,RM1371,47,46-55,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,1934,3,Male,64
1260,RM1415,47,46-55,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,1993,1,Male,84
1261,RM1422,47,46-55,No,Non-Travel,1162,Research & Development,1,1,Medical,1,2000,3,Female,98
1262,RM051,48,46-55,Yes,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,64,1,Male,98
1263,RM353,48,46-55,No,Travel_Rarely,530,Sales,29,1,Medical,1,473,1,Female,91
1264,RM445,48,46-55,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,37
1265,RM493,48,46-55,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,Female,40
1266,RM521,48,46-55,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,Male,56
1267,RM679,48,46-55,No,Travel_Rarely,1469,Research & Development,20,4,Medical,1,945,4,Male,51
1268,RM736,48,46-55,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,1,Male,97
1269,RM737,48,46-55,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024,3,Male,78
1270,RM805,48,46-55,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35
1271,RM902,48,46-55,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76
1272,RM905,48,46-55,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,Male,76
1273,RM970,48,46-55,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,1363,4,Male,54
1274,RM1039,48,46-55,No,Travel_Rarely,1221,Sales,7,3,Marketing,1,1466,3,Male,96
1275,RM1104,48,46-55,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1,1557,3,Female,96
1276,RM1115,48,46-55,No,Travel_Rarely,1108,Research & Development,15,4,Other,1,1576,3,Female,65
1277,RM1167,48,46-55,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89
1278,RM1205,48,46-55,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95
1279,RM1332,48,46-55,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1,1867,4,Male,91
1280,RM1352,48,46-55,No,Travel_Frequently,117,Research & Development,22,3,Medical,1,1900,4,Female,58
1281,RM002,49,46-55,No,Travel_Frequently,279,Research & Development,8,1,Life Sciences,1,2,3,Male,61
1282,RM130,49,46-55,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96
1283,RM202,49,46-55,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,92
1284,RM291,49,46-55,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,396,3,Female,35
1285,RM317,49,46-55,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,431,3,Female,90
1286,RM376,49,46-55,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31
1287,RM474,49,46-55,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,Male,58
1288,RM608,49,46-55,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,3,Female,43
1289,RM640,49,46-55,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,3,Female,36
1290,RM678,49,46-55,No,Travel_Rarely,527,Research & Development,8,2,Other,1,944,1,Female,51
1291,RM822,49,46-55,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56
1292,RM900,49,46-55,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,Male,85
1293,RM1007,49,46-55,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,1,Male,97
1294,RM1045,49,46-55,No,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,1473,1,Male,96
1295,RM1055,49,46-55,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,1484,3,Male,35
1296,RM1072,49,46-55,No,Travel_Rarely,271,Research & Development,3,2,Medical,1,1509,3,Female,43
1297,RM1148,49,46-55,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84
1298,RM1177,49,46-55,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,72
1299,RM1182,49,46-55,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41
1300,RM1193,49,46-55,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74
1301,RM1196,49,46-55,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36
1302,RM1255,49,46-55,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80
1303,RM1378,49,46-55,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,1,1941,2,Male,42
1304,RM1469,49,46-55,No,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,63
1305,RM1469,49,46-55,No,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,63
1306,RM037,50,46-55,Yes,Travel_Rarely,869,Sales,3,2,Marketing,1,47,1,Male,86
1307,RM063,50,46-55,No,Travel_Rarely,989,Research & Development,7,2,Medical,1,80,2,Female,43
1308,RM107,50,46-55,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,73
1309,RM132,50,46-55,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77
1310,RM166,50,46-55,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,53
1311,RM184,50,46-55,No,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86
1312,RM234,50,46-55,No,Travel_Rarely,854,Sales,1,4,Medical,1,323,4,Female,68
1313,RM280,50,46-55,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,385,1,Male,96
1314,RM368,50,46-55,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,4,Male,100
1315,RM426,50,46-55,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88
1316,RM478,50,46-55,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,99
1317,RM524,50,46-55,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,4,Male,74
1318,RM529,50,46-55,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,Male,50
1319,RM540,50,46-55,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,54
